#redshift  gamma gamma_max  gamma_min  

2.40   1.0351   1.4028  0.7396

2.80   0.8590   1.156   0.6353

3.20   0.7888   1.0641  0.5970

3.60   0.7998   1.0814  0.6095

4.00   0.8472   1.1561  0.6471

4.40   0.9572   1.3213  0.7228

4.80   0.58     0.64    0.38 

5.00   0.53     0.62    0.34

5.20   0.48     0.58    0.30

5.40   0.47     0.59    0.29   

5.60   0.45     0.59    0.28    

5.80   0.29     0.40    0.18

6.00   0.1479   0.2344  0.0933
