 lambda(A), dNdM(M_sun^-1 Hz^-1)
   50.9860000000000       8.834377064261936E+041
   54.4100000000000       1.397748175927101E+042
   58.3280000000000       2.246991310774483E+042
   62.8530000000000       3.678129346406878E+042
   68.1400000000000       6.147811733123377E+042
   74.3980000000000       1.053198877967278E+043
   81.9210000000000       1.858693320772577E+043
   91.1370000000000       3.403801737749029E+043
   102.690000000000       6.536920113909744E+043
   117.600000000000       1.337494261524304E+044
   123.580000000000       1.728539155730789E+044
   130.200000000000       2.258149000466647E+044
   137.570000000000       2.985372434177760E+044
   145.820000000000       4.000013126991648E+044
   155.130000000000       5.440175268223485E+044
   165.710000000000       7.522064941982333E+044
   177.830000000000       1.058889928669575E+045
   191.870000000000       1.519723096348965E+045
   208.320000000000       2.225389146573030E+045
   225.070000000000       3.147477073000208E+045
   225.130000000000       3.151436071152073E+045
   225.200000000000       3.155848917842906E+045
   225.280000000000       3.161028607739319E+045
   225.380000000000       3.167429183394746E+045
   225.510000000000       3.175194046887506E+045
   225.650000000000       3.184357642224332E+045
   225.840000000000       3.196115225049892E+045
   225.900000000000       3.200094955278235E+045
   225.960000000000       3.204076348509450E+045
   226.030000000000       3.208514555867194E+045
   226.070000000000       3.210962144040184E+045
   226.120000000000       3.213865853414435E+045
   226.220000000000       3.220303209053422E+045
   226.340000000000       3.227971175191485E+045
   226.370000000000       3.229967569473372E+045
   226.490000000000       3.237643452492189E+045
   226.680000000000       3.249469574846377E+045
   226.740000000000       3.253471897912578E+045
   226.770000000000       3.255473707051090E+045
   226.800000000000       3.257475907956227E+045
   226.880000000000       3.262083529551441E+045
   226.910000000000       3.264401615444885E+045
   226.960000000000       3.267637170845300E+045
   227.060000000000       3.274111583643454E+045
   227.170000000000       3.280734848713354E+045
   227.190000000000       3.281968220782369E+045
   227.210000000000       3.283831505815950E+045
   227.230000000000       3.284750388899476E+045
   227.300000000000       3.289227260882610E+045
   227.310000000000       3.290001993347629E+045
   227.340000000000       3.291696440405014E+045
   227.380000000000       3.294796478929440E+045
   227.490000000000       3.301434613971967E+045
   227.520000000000       3.303761828819113E+045
   227.590000000000       3.307932305095928E+045
   227.610000000000       3.309169280320916E+045
   227.610000000000       3.309484707983749E+045
   227.650000000000       3.311959212763784E+045
   227.720000000000       3.316764590996864E+045
   227.760000000000       3.318925372683233E+045
   227.760000000000       3.318925372683233E+045
   227.800000000000       3.321718114731917E+045
   227.810000000000       3.322179636860692E+045
   227.850000000000       3.324657523062558E+045
   227.850000000000       3.324657523062558E+045
   227.870000000000       3.325580951735079E+045
   227.910000000000       3.328691467123038E+045
   227.940000000000       3.331024959818407E+045
   227.950000000000       3.331802893547988E+045
   228.020000000000       3.347045925513640E+045
   228.020000000000       3.349257896471660E+045
   228.040000000000       3.353976019320288E+045
   228.060000000000       3.365964146011784E+045
   228.070000000000       3.369272412724027E+045
   228.080000000000       3.377006062612587E+045
   228.120000000000       3.410792620559152E+045
   228.130000000000       3.412206731200963E+045
   228.150000000000       3.436219198296704E+045
   228.150000000000       3.437800102468830E+045
   228.180000000000       3.468925397556561E+045
   228.190000000000       3.472555993376853E+045
   228.190000000000       3.472872224818275E+045
   228.230000000000       3.524403445646550E+045
   228.240000000000       3.531200232632530E+045
   228.250000000000       3.544640232219473E+045
   228.260000000000       3.555550744170751E+045
   228.280000000000       3.584650859411460E+045
   228.290000000000       3.591451682745663E+045
   228.340000000000       3.623882381871179E+045
   228.340000000000       3.623882381871179E+045
   228.340000000000       3.623565942555985E+045
   228.350000000000       3.623724634241304E+045
   228.360000000000       3.617237469956459E+045
   228.370000000000       3.616446427946533E+045
   228.370000000000       3.599356363276024E+045
   228.390000000000       3.557259214083278E+045
   228.400000000000       3.497908430404787E+045
   228.400000000000       3.495692748995375E+045
   228.410000000000       3.451530497710023E+045
   228.420000000000       3.358298798104941E+045
   228.420000000000       3.359564998829767E+045
   228.420000000000       3.360514673531991E+045
   228.430000000000       3.403714720319207E+045
   228.430000000000       3.418276738613265E+045
   228.450000000000       3.477778995477950E+045
   228.450000000000       3.477145811966026E+045
   228.450000000000       3.473663278488677E+045
   228.450000000000       3.471763727952910E+045
   228.460000000000       3.415876214680624E+045
   228.460000000000       3.400045837318652E+045
   228.470000000000       3.365999589702629E+045
   228.470000000000       3.337820287506070E+045
   228.470000000000       3.335287331726357E+045
   228.480000000000       3.269889853394942E+045
   228.490000000000       3.320696808548847E+045
   228.490000000000       3.380226794232783E+045
   228.500000000000       3.435790705125872E+045
   228.500000000000       3.439274000812344E+045
   228.500000000000       3.476006875626240E+045
   228.510000000000       3.492942840959728E+045
   228.530000000000       3.482163915509584E+045
   228.530000000000       3.392853292708351E+045
   228.540000000000       3.318572997355486E+045
   228.550000000000       3.170170878457088E+045
   228.550000000000       3.166560133260576E+045
   228.550000000000       3.172388014998777E+045
   228.560000000000       3.238726695531279E+045
   228.560000000000       3.272618517968447E+045
   228.570000000000       3.338647716066093E+045
   228.570000000000       3.387428722452072E+045
   228.580000000000       3.529808261866926E+045
   228.580000000000       3.548497925625180E+045
