2.500000000000000000e+01 1.000000000000000021e-08 5.921000000000000085e+01 4.580143057564153963e+00 9.999999999999999791e-17 1.000000000000000036e-10 5.921000000000000085e+01 4.580143057564153963e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.824348240000000132e+01 1.824348240000000132e+01 1.824348240000000132e+01 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 9.997315544683131883e-01
2.480000000000000071e+01 2.275656604645532914e-06 5.921000000000000085e+01 4.582557265316505202e+00 2.287423609390993900e+20 6.603673879240768679e-08 5.921000000000000085e+01 4.582557265316505202e+00 4.928104774869898854e+19 1.793583999741160733e+04 6.172490036901762511e-20 1.617486743086147003e-23 1.825245324773244349e+01 1.790692536625068169e+05 1.790692536625068169e+05 4.514384496243300333e-04 1.246527412756165171e-04 3.267857083487134620e-04 9.997295392390641577e-01
2.460000000000000142e+01 4.896583841780702631e-06 5.921000000000000085e+01 4.583325274753184964e+00 1.041198976701132628e+23 1.270052645623337614e-07 5.921000000000000085e+01 4.583325274753184964e+00 3.199582866562900558e+22 4.017753343795565257e+01 3.235044464860093414e-17 1.209168662322470062e-20 1.811632615068132068e+01 1.228160796530172229e+05 1.213294734466018563e+05 5.294063729453271335e-04 1.442518517977569204e-04 3.851545211475702131e-04 9.997271143907273672e-01
2.439999999999999858e+01 7.892537202730473894e-06 5.921000000000000085e+01 4.584179928977908602e+00 1.143828010264993349e+23 1.775879758162521972e-07 5.921000000000000085e+01 4.584179928977908602e+00 3.505223993131703835e+22 3.729676883332390247e+01 4.083894047830747013e-17 1.522216809844769079e-20 1.790363875899619117e+01 8.630079298888282210e+04 8.416641016281720658e+04 6.200081764147598795e-04 1.668801094444040888e-04 4.531280669703558178e-04 9.997243480806012883e-01
2.419999999999999929e+01 1.122822796469939058e-05 5.921000000000000085e+01 4.585093316812766773e+00 1.141581318556019862e+23 2.126258445053392516e-07 5.921000000000000085e+01 4.585093316812766773e+00 3.379991689276687175e+22 3.811599938562006429e+01 4.674773191943976740e-17 1.683512413741696724e-20 1.764091284792801417e+01 6.102778623497218359e+04 5.874879662484114669e+04 7.251403955124063406e-04 1.929580738460555096e-04 5.321823216663508580e-04 9.997212433164677226e-01
2.400000000000000000e+01 1.481944348242932957e-05 5.921000000000000085e+01 4.586056035857806634e+00 1.099610226469287347e+23 2.305597707698016286e-07 5.921000000000000085e+01 4.586056035857806634e+00 3.089734596168277767e+22 4.036695496930503424e+01 5.153710377770888018e-17 1.761365207640900830e-20 1.734991817227367150e+01 4.354384372804680606e+04 4.154586149362361175e+04 8.469582863674885104e-04 2.231235015943025090e-04 6.238347847731859743e-04 9.997178843865965892e-01
2.380000000000000071e+01 1.854276470949294982e-05 5.921000000000000085e+01 4.587060024874253905e+00 1.042727046082089577e+23 2.349742979149285563e-07 5.921000000000000085e+01 4.587060024874253905e+00 2.761201256888160118e+22 4.343243550370192452e+01 5.591755785677872602e-17 1.801036932996090805e-20 1.704643313255820303e+01 3.150992732845206046e+04 3.012415861826605760e+04 9.879069418429976737e-04 2.567158539150465532e-04 7.311910879279512289e-04 9.997143948921191070e-01
2.360000000000000142e+01 2.225018660002081722e-05 5.921000000000000085e+01 4.588099269790375523e+00 9.853380530440260865e+22 2.332539351648375427e-07 5.921000000000000085e+01 4.588099269790375523e+00 2.466664394345805985e+22 4.690187638780587065e+01 6.036590039120118287e-17 1.838076114007061432e-20 1.674210537621735995e+01 2.333367261944066558e+04 2.279378031839412506e+04 1.150755375394990534e-03 2.948820706869419769e-04 8.558733047080486654e-04 9.997109229256471163e-01
2.339999999999999858e+01 2.583872340734365348e-05 5.921000000000000085e+01 4.589169078673867475e+00 9.373750318093089898e+22 2.338518921030587639e-07 5.921000000000000085e+01 4.589169078673867475e+00 2.248749310164532095e+22 5.031812904880699477e+01 6.547925258885864084e-17 1.910637838215891047e-20 1.644584132780393304e+01 1.791820636897837176e+04 1.835086258116600584e+04 1.338633702649542380e-03 3.385664013448860333e-04 1.000067301304656238e-03 9.997075713126553076e-01
2.319999999999999929e+01 2.934240369385125732e-05 5.921000000000000085e+01 4.590265537719531608e+00 9.057958761279354254e+22 2.434710595182068947e-07 5.921000000000000085e+01 4.590265537719531608e+00 2.126918989216538742e+22 5.315484325484903394e+01 7.200891031551907876e-17 2.056619017750100793e-20 1.616399580628448973e+01 1.448284273050528100e+04 1.588792412015340597e+04 1.555073566159671794e-03 3.884837622661151514e-04 1.166589803893556751e-03 9.997043055826753122e-01
2.300000000000000000e+01 3.333097373042687080e-05 5.921000000000000085e+01 4.591385590961141183e+00 8.941373795105928066e+22 2.721673318513822902e-07 5.921000000000000085e+01 4.591385590961141183e+00 2.100421621731298168e+22 5.497666316758726168e+01 8.384931534076774266e-17 2.395790006429086980e-20 1.590305648310079434e+01 1.243719693983650541e+04 1.472674006404206557e+04 1.899176368051844243e-03 4.883618533842135371e-04 1.410814514667630597e-03 9.997005552514948157e-01
2.280000000000000071e+01 3.774542428108551708e-05 5.921000000000000085e+01 4.592525588047291052e+00 9.055852361504306233e+22 3.114577576417083764e-07 5.921000000000000085e+01 4.592525588047291052e+00 2.174478862377781350e+22 5.542913642204884894e+01 9.603704774338383360e-17 2.804863020754173097e-20 1.565967130447101674e+01 1.130954325147647614e+04 1.424196857841788187e+04 2.194745165071781447e-03 5.587313347234018016e-04 1.636013830348379428e-03 9.996963800832104896e-01
2.260000000000000142e+01 4.298389879670750258e-05 5.921000000000000085e+01 4.593687656059278090e+00 9.335014238096655280e+22 3.638924793526892767e-07 5.921000000000000085e+01 4.593687656059278090e+00 2.292878215620475853e+22 5.491790009130049555e+01 1.120774938415316260e-16 3.348354359501789093e-20 1.543352509742661205e+01 1.073682902580409245e+04 1.412405722775454342e+04 2.532933752230889356e-03 6.332741290674588370e-04 1.899659623163430736e-03 9.996913815909360679e-01
2.239999999999999858e+01 4.934514360520744015e-05 5.921000000000000085e+01 4.594872182602840027e+00 9.754721229666507345e+22 4.297174060314413596e-07 5.921000000000000085e+01 4.594872182602840027e+00 2.448858621622727632e+22 5.368506124938556923e+01 1.321929540702865452e-16 4.036492566409861774e-20 1.522336512514047158e+01 1.046917139722679894e+04 1.416118030666279628e+04 2.919331034389896582e-03 7.196776699716733554e-04 2.199653364418223227e-03 9.996852614782942847e-01
2.219999999999999929e+01 5.674255583276802275e-05 5.921000000000000085e+01 4.596080225107138872e+00 1.028913959785122476e+23 5.032481826281888358e-07 5.921000000000000085e+01 4.596080225107138872e+00 2.629679030448329798e+22 5.200055135417947838e+01 1.540444272975777504e-16 4.788689460058917908e-20 1.502612251039796121e+01 1.035753980301202682e+04 1.423514502912796161e+04 3.266938562183216693e-03 7.734271963794181861e-04 2.493511365803798615e-03 9.996781068587426988e-01
2.200000000000000000e+01 6.585011779709351923e-05 5.921000000000000085e+01 4.597314238175781220e+00 1.089791860706340902e+23 5.961580412973005708e-07 5.921000000000000085e+01 4.597314238175781220e+00 2.815051992773024966e+22 5.016984930926884800e+01 1.839677129096072019e-16 5.780048315144733866e-20 1.484524039483039459e+01 1.032336943059461191e+04 1.435416973712084837e+04 3.765136395165495468e-03 8.796241899728585905e-04 2.885512205192636553e-03 9.996692432953315777e-01
2.180000000000000071e+01 7.692009986153699693e-05 5.921000000000000085e+01 4.598572208475139256e+00 1.160064016536302560e+23 7.085105733916521498e-07 5.921000000000000085e+01 4.598572208475139256e+00 3.027952786652639370e+22 4.817101678783372165e+01 2.204031373549441030e-16 6.997322885072318538e-20 1.468171613779825613e+01 1.032647306678254063e+04 1.447081424448190410e+04 4.333183299044156625e-03 9.993824731170332289e-04 3.333800825927123613e-03 9.996584192472485197e-01
2.160000000000000142e+01 9.023734183234888198e-05 5.921000000000000085e+01 4.599853669433637826e+00 1.238843304639238106e+23 8.421756567691825259e-07 5.921000000000000085e+01 4.599853669433637826e+00 3.259548403084744563e+22 4.611224995046296016e+01 2.644038850191870769e-16 8.461666171894818624e-20 1.453725818494924305e+01 1.034771244039969315e+04 1.458357313395052552e+04 4.979872212850498282e-03 1.134534288711121393e-03 3.845337924139376889e-03 9.996453500132317371e-01
2.139999999999999858e+01 1.058367455216050970e-04 5.921000000000000085e+01 4.601157529975514748e+00 1.325651670073643138e+23 9.945241552520740656e-07 5.921000000000000085e+01 4.601157529975514748e+00 3.508664361308274452e+22 4.406088162207586123e+01 3.145346819491826062e-16 1.012576725834542821e-19 1.441202275152246060e+01 1.037780276366597354e+04 1.468301945668327608e+04 5.632848105270336914e-03 1.242454716109055559e-03 4.390393389161281572e-03 9.996300009383840557e-01
2.119999999999999929e+01 1.244570645648879865e-04 5.921000000000000085e+01 4.602483799971016865e+00 1.418951577285022450e+23 1.177897748216616887e-06 5.921000000000000085e+01 4.602483799971016865e+00 3.767434895735650674e+22 4.209703050694311344e+01 3.771733970616891625e-16 1.218053133213409248e-19 1.431140137805684986e+01 1.041259245213473150e+04 1.479042392931755785e+04 6.453882962594831296e-03 1.401189754893325534e-03 5.052693207701505762e-03 9.996116329913998788e-01
2.100000000000000000e+01 1.465455380241818611e-04 5.921000000000000085e+01 4.603828221128739351e+00 1.520537796100954280e+23 1.395200275029194941e-06 5.921000000000000085e+01 4.603828221128739351e+00 4.051051583988529994e+22 4.018336753049930365e+01 4.519443933171236235e-16 1.464544443281278905e-19 1.423875629082835736e+01 1.044973817675104328e+04 1.489369321716862760e+04 7.384206441477566239e-03 1.578860358450966681e-03 5.805346083026599775e-03 9.995897994694085131e-01
2.080000000000000071e+01 1.726295965945909121e-04 5.921000000000000085e+01 4.605187807177721027e+00 1.630424972318752238e+23 1.651100436901324637e-06 5.921000000000000085e+01 4.605187807177721027e+00 4.356253612011614215e+22 3.834042581669537952e+01 5.408657065882854814e-16 1.757716307310120000e-19 1.419813880908770543e+01 1.048821162087544690e+04 1.499461925740953120e+04 8.436731929155297238e-03 1.777448169346549419e-03 6.659283759808748253e-03 9.995639731386405380e-01
2.060000000000000142e+01 2.033224553362585551e-04 5.921000000000000085e+01 4.606558761314643924e+00 1.748797864053332005e+23 1.951446179612691519e-06 5.921000000000000085e+01 4.606558761314643924e+00 4.683426726881398253e+22 3.657831352433944261e+01 6.462488993905513084e-16 2.105091275068011823e-19 1.419429970939374286e+01 1.052750242615505340e+04 1.509346943557400664e+04 9.625653368575027777e-03 1.999468599034512871e-03 7.626184769540514906e-03 9.995335410142492938e-01
2.039999999999999858e+01 2.393201024844641446e-04 5.921000000000000085e+01 4.607936450519953375e+00 1.875946825196636671e+23 2.302911604856812116e-06 5.921000000000000085e+01 4.607936450519953375e+00 5.033482630625133960e+22 3.490127951185220923e+01 7.706141187852235868e-16 2.514965379475251207e-19 1.423267147865905713e+01 1.056735131713683222e+04 1.519043475050423876e+04 1.096653900862566006e-02 2.249208900647880430e-03 8.717330107977778325e-03 9.994978073774849481e-01
2.019999999999999929e+01 2.815641543843398287e-04 5.921000000000000085e+01 4.609315437866423615e+00 2.012209668384895774e+23 2.715989869151555699e-06 5.921000000000000085e+01 4.609315437866423615e+00 5.407466213784550795e+22 3.331056556850860773e+01 9.183320387602241331e-16 3.001700229377759565e-19 1.432057449932976567e+01 1.060763953723853047e+04 1.528719811592999758e+04 1.247642741875109977e-02 2.514868763395241950e-03 9.961558655355856953e-03 9.994558308763630272e-01
2.000000000000000000e+01 3.310542828057396608e-04 5.921000000000000085e+01 4.610688452017787320e+00 2.158362300561101024e+23 3.200310731706315946e-06 5.921000000000000085e+01 4.610688452017787320e+00 5.808875103495261258e+22 3.179953989711291129e+01 1.092697919539148412e-15 3.576965960164568999e-19 1.446585311148984587e+01 1.064827947356176082e+04 1.538275216540762995e+04 1.417391972787702958e-02 2.804815192017914155e-03 1.136910453585911543e-02 9.994066122714806433e-01
1.980000000000000071e+01 3.888880053889833617e-04 5.921000000000000085e+01 4.612047691149427031e+00 2.314978912541787753e+23 3.766144170530767533e-06 5.921000000000000085e+01 4.612047691149427031e+00 6.238921774705010331e+22 3.036592504168587681e+01 1.297479381480855653e-15 4.253142806068254605e-19 1.467719039257904967e+01 1.068922655599236714e+04 1.547687127380726815e+04 1.607927299115611414e-02 3.126230346474907166e-03 1.295304264468120567e-02 9.993490544776456597e-01
1.960000000000000142e+01 4.563386478084561094e-04 5.921000000000000085e+01 4.613384766316455554e+00 2.482573909186187320e+23 4.425963771047044669e-06 5.921000000000000085e+01 4.613384766316455554e+00 6.698643642507503600e+22 2.900815232436141500e+01 1.537452312690056455e-15 5.045838438465701106e-19 1.496470061518838968e+01 1.073045731979691845e+04 1.556981272286079002e+04 1.821449574790022508e-02 3.480987158993547551e-03 1.473350858890667796e-02 9.992818846170107294e-01
1.939999999999999858e+01 5.348680139103574333e-04 5.921000000000000085e+01 4.614690459908247000e+00 2.661761650996419169e+23 5.194225001913798330e-06 5.921000000000000085e+01 4.614690459908247000e+00 7.189813180895860464e+22 2.772324560939109617e+01 1.817986914422407432e-15 5.972913069430009864e-19 1.534004520036010177e+01 1.077195284920706945e+04 1.566169300290781939e+04 2.060344044135333647e-02 3.871763854193210810e-03 1.673167658716012696e-02 9.992036414030026625e-01
1.919999999999999929e+01 6.261458672507999720e-04 5.921000000000000085e+01 4.615955032188573171e+00 2.853224784666495969e+23 6.087456195051280405e-06 5.921000000000000085e+01 4.615955032188573171e+00 7.714425864319595761e+22 2.650772931658414677e+01 2.145121517271006459e-15 7.054504585549163923e-19 1.581660588255050826e+01 1.081369647061166506e+04 1.575259108543497314e+04 2.327188513677947573e-02 4.301760799240042163e-03 1.897012433753943531e-02 9.991126556601692688e-01
1.900000000000000000e+01 7.320695712718442967e-04 5.921000000000000085e+01 4.617168624887348471e+00 3.057703094329621139e+23 7.124388096417940396e-06 5.921000000000000085e+01 4.617168624887348471e+00 8.274613766965816617e+22 2.535799145968903190e+01 2.525584369225836276e-15 8.313067342857071657e-19 1.640966250890556921e+01 1.085567224327911572e+04 1.584254589196693269e+04 2.624761008325053602e-02 4.774994173361338592e-03 2.147261590988919569e-02 9.990070306897793628e-01
1.880000000000000071e+01 8.547683152098355542e-04 5.921000000000000085e+01 4.618321821242131975e+00 3.275983669197284951e+23 8.325798995252354655e-06 5.921000000000000085e+01 4.618321821242131975e+00 8.872591811945725061e+22 2.427049260165292210e+01 2.966628200445121251e-15 9.772797357653237623e-19 1.713645818395097464e+01 1.089786396776557194e+04 1.593152590767566835e+04 2.956047436499330619e-02 5.298049902542856411e-03 2.426242446245045065e-02 9.988846380517849566e-01
