# redshift T_b[mK]
1.425425425425425274e+01 3.106294574937470543e+01
1.423523523523523515e+01 1.477912986179164534e+01
1.421621621621621578e+01 2.509552929468062388e+01
1.419719719719719642e+01 1.648372586232288128e+01
1.417817817817817705e+01 3.169045686119893546e+01
1.415915915915915768e+01 3.540308800684740476e+01
1.414014014014014009e+01 5.199596409848683720e+01
1.412112112112112072e+01 3.851293438630015231e+01
1.410210210210210136e+01 3.306411608772071986e+01
1.408308308308308199e+01 4.356003705574879348e+01
1.406406406406406262e+01 1.316489519510726325e+01
1.404504504504504325e+01 3.764207607621115415e+01
1.402602602602602566e+01 4.300368762026599256e+01
1.400700700700700629e+01 2.051776166625801778e+01
1.398798798798798693e+01 4.674865028501400843e+01
1.396896896896896756e+01 3.870267594086512020e+01
1.394994994994994819e+01 3.117087971847778505e+01
1.393093093093093060e+01 4.165707829104794513e+01
1.391191191191191123e+01 5.804115185362533680e+01
1.389289289289289187e+01 3.715732069830158224e+01
1.387387387387387250e+01 3.782477847518870107e+01
1.385485485485485313e+01 3.075236576139181466e+01
1.383583583583583554e+01 2.685042884109431327e+01
1.381681681681681617e+01 4.365463194353642251e+01
1.379779779779779680e+01 2.679223610192886795e+01
1.377877877877877744e+01 3.606920332960695674e+01
1.375975975975975807e+01 3.057695772814862067e+01
1.374074074074074048e+01 4.014285329964246074e+01
1.372172172172172111e+01 3.868873750450915594e+01
1.370270270270270174e+01 4.572612279659813339e+01
1.368368368368368237e+01 3.024871842791868914e+01
1.366466466466466301e+01 3.264785083117758546e+01
1.364564564564564542e+01 2.555624579749632730e+01
1.362662662662662605e+01 3.089780452882381212e+01
1.360760760760760668e+01 3.911017377595963751e+01
1.358858858858858731e+01 4.290243052752283859e+01
1.356956956956956795e+01 2.610542886723341383e+01
1.355055055055055035e+01 4.401727369860863348e+01
1.353153153153153099e+01 4.887132572703967526e+01
1.351251251251251162e+01 3.944263474076961984e+01
1.349349349349349225e+01 5.406919395183695087e+01
1.347447447447447288e+01 2.755591088963208790e+01
1.345545545545545529e+01 2.283944524315685953e+01
1.343643643643643593e+01 1.749060667076671294e+01
1.341741741741741656e+01 5.022970186178807239e+01
1.339839839839839719e+01 4.180390368802636658e+01
1.337937937937937782e+01 3.469395407394907238e+01
1.336036036036036023e+01 3.803868782304564178e+01
1.334134134134134086e+01 2.397296408478748475e+01
1.332232232232232150e+01 5.967388429832554664e+01
1.330330330330330213e+01 3.649674791222802384e+01
1.328428428428428276e+01 3.628632190644936628e+01
1.326526526526526517e+01 4.243754899761945865e+01
1.324624624624624580e+01 3.997715930127070294e+01
1.322722722722722644e+01 3.739277123236782785e+01
1.320820820820820707e+01 2.723573466030426005e+01
1.318918918918918770e+01 3.984066378310843248e+01
1.317017017017016833e+01 5.393086010947298803e+01
1.315115115115115074e+01 4.854914720103485593e+01
1.313213213213213137e+01 5.101084564902205898e+01
1.311311311311311201e+01 2.995056029107893991e+01
1.309409409409409264e+01 2.515011563688969431e+01
1.307507507507507327e+01 3.377145450002256410e+01
1.305605605605605568e+01 3.556944972216219014e+01
1.303703703703703631e+01 4.593671363626918236e+01
1.301801801801801695e+01 1.805247467655805593e+01
1.299899899899899758e+01 5.025460033078788058e+01
1.297997997997997821e+01 3.335938070944420986e+01
1.296096096096096062e+01 3.065074746013301166e+01
1.294194194194194125e+01 2.477835243523009368e+01
1.292292292292292188e+01 1.833043805251096003e+01
1.290390390390390252e+01 4.309007248976711679e+01
1.288488488488488315e+01 3.557065366469154100e+01
1.286586586586586556e+01 2.191672186028235814e+01
1.284684684684684619e+01 2.184415366808593362e+01
1.282782782782782682e+01 3.141546253485204332e+01
1.280880880880880746e+01 5.144165434691492322e+01
1.278978978978978809e+01 3.213258543988134619e+01
1.277077077077077050e+01 1.967317835132482173e+01
1.275175175175175113e+01 3.222305910968043463e+01
1.273273273273273176e+01 3.192891244219456937e+01
1.271371371371371239e+01 7.662720149065531672e+00
1.269469469469469303e+01 3.406385978906627798e+01
1.267567567567567544e+01 3.227247184808351932e+01
1.265665665665665607e+01 4.151867950202287716e+01
1.263763763763763670e+01 5.302076876177889631e+01
1.261861861861861733e+01 4.577124653783907604e+01
1.259959959959959797e+01 3.179086148865939165e+01
1.258058058058058037e+01 2.338678164724746367e+01
1.256156156156156101e+01 6.015773737710605928e+01
1.254254254254254164e+01 3.498823145753991071e+01
1.252352352352352227e+01 3.450705984092777356e+01
1.250450450450450290e+01 3.409805068365919567e+01
1.248548548548548531e+01 3.629150147672708471e+01
1.246646646646646595e+01 3.283822247744512879e+01
1.244744744744744658e+01 2.851620227155914122e+01
1.242842842842842721e+01 2.875505433780637787e+01
1.240940940940940784e+01 3.386676074648556778e+01
1.239039039039038848e+01 2.872959149714597515e+01
1.237137137137137088e+01 2.700384586381029806e+01
1.235235235235235152e+01 3.516490734449720890e+01
1.233333333333333215e+01 3.151897353942160507e+01
1.231431431431431278e+01 4.907665796271660952e+01
1.229529529529529341e+01 7.494856391941667084e+00
1.227627627627627582e+01 4.488729577653420222e+01
1.225725725725725646e+01 4.640060066079458068e+01
1.223823823823823709e+01 1.317321876276796289e+01
1.221921921921921772e+01 3.044747055216481968e+01
1.220020020020019835e+01 3.012701856407803191e+01
1.218118118118118076e+01 1.973125845600418771e+01
1.216216216216216139e+01 2.599299648742840674e+01
1.214314314314314203e+01 2.263005597116448087e+01
1.212412412412412266e+01 5.122303511015911681e+01
1.210510510510510329e+01 4.302149808132091380e+01
1.208608608608608570e+01 4.634451773566733834e+01
1.206706706706706633e+01 4.080981127467448744e+01
1.204804804804804697e+01 2.226656992506719135e+01
1.202902902902902760e+01 2.827575704065873907e+01
1.201001001001000823e+01 3.837845425751876860e+01
1.199099099099099064e+01 2.122602467329550535e+01
1.197197197197197127e+01 4.053861455783007273e+01
1.195295295295295190e+01 3.096658805030432404e+01
1.193393393393393254e+01 2.958273184338887773e+01
1.191491491491491317e+01 4.040152537657952792e+01
1.189589589589589558e+01 3.769543426416496601e+01
1.187687687687687621e+01 2.960390631686639651e+01
1.185785785785785684e+01 4.476752594808282026e+01
1.183883883883883748e+01 2.232414942079255127e+01
1.181981981981981811e+01 3.925458999802406623e+01
1.180080080080080052e+01 3.898659578474754994e+01
1.178178178178178115e+01 2.991811109682210557e+01
1.176276276276276178e+01 3.623270225228399966e+01
1.174374374374374241e+01 2.041793789605180720e+01
1.172472472472472305e+01 4.212695213581743303e+01
1.170570570570570545e+01 3.099517713756544524e+01
1.168668668668668609e+01 2.757439464872584978e+01
1.166766766766766672e+01 4.324905472233356818e+01
1.164864864864864735e+01 2.567277591608024068e+01
1.162962962962962798e+01 1.858876448026236616e+01
1.161061061061061039e+01 1.706416602234332558e+01
1.159159159159159103e+01 3.864643062401890461e+01
1.157257257257257166e+01 1.973641310224648038e+01
1.155355355355355229e+01 5.004294589405130012e+01
1.153453453453453292e+01 1.162993090536145857e+01
1.151551551551551356e+01 4.936793447972473103e+01
1.149649649649649596e+01 3.446761766105965563e+01
1.147747747747747660e+01 3.134431189171533561e+01
1.145845845845845723e+01 2.681618134566912204e+01
1.143943943943943786e+01 3.621059309331725728e+01
1.142042042042041849e+01 3.179667664820506090e+01
1.140140140140140090e+01 4.315976748824388665e+01
1.138238238238238154e+01 3.322014309549250299e+01
1.136336336336336217e+01 3.353173878139688924e+01
1.134434434434434280e+01 2.834339381757128962e+01
1.132532532532532343e+01 3.136079595379958462e+01
1.130630630630630584e+01 3.495894880129799986e+01
1.128728728728728647e+01 1.472987006245727315e+01
1.126826826826826711e+01 1.830026782403222896e+01
1.124924924924924774e+01 3.916527739695498411e+01
1.123023023023022837e+01 3.339175269785757649e+01
1.121121121121121078e+01 2.979367553361396403e+01
1.119219219219219141e+01 3.176699729285775931e+01
1.117317317317317205e+01 3.500583815376966612e+01
1.115415415415415268e+01 2.607974294675020843e+01
1.113513513513513331e+01 2.364156777249560193e+01
1.111611611611611572e+01 3.333030060712753340e+01
1.109709709709709635e+01 2.153531208487217441e+01
1.107807807807807698e+01 3.534871906430469579e+01
1.105905905905905762e+01 1.418746802934063567e+01
1.104004004004003825e+01 4.145193490674526515e+01
1.102102102102102066e+01 3.583339069883766115e+01
1.100200200200200129e+01 3.361471448700527276e+01
1.098298298298298192e+01 4.082546176685090700e+01
1.096396396396396256e+01 4.759706769608803967e+01
1.094494494494494319e+01 4.102976601571329240e+01
1.092592592592592560e+01 1.242103696787431488e+01
1.090690690690690623e+01 1.797769626313763069e+01
1.088788788788788686e+01 2.446894044032305615e+01
1.086886886886886749e+01 3.092167154542933361e+01
1.084984984984984813e+01 3.578096156777909442e+01
1.083083083083083054e+01 2.329051993340659621e+01
1.081181181181181117e+01 3.235918964731073544e+01
1.079279279279279180e+01 2.287995049441936501e+01
1.077377377377377243e+01 2.425873688154591434e+01
1.075475475475475307e+01 1.624742337089872635e+01
1.073573573573573370e+01 2.102180646178118906e+01
1.071671671671671611e+01 1.667738347081288453e+01
1.069769769769769674e+01 2.037557447125693244e+01
1.067867867867867737e+01 4.061079011384867954e+01
1.065965965965965800e+01 2.052043686783995469e+01
1.064064064064063864e+01 5.627828933811950662e+01
1.062162162162162105e+01 3.482768070879960476e+01
1.060260260260260168e+01 3.168288679486331816e+01
1.058358358358358231e+01 2.118783869564890665e+01
1.056456456456456294e+01 3.671090793894939708e+01
1.054554554554554358e+01 2.388782169109150288e+01
1.052652652652652598e+01 3.080068780390875816e+01
1.050750750750750662e+01 5.511782443128483067e+01
1.048848848848848725e+01 2.849276986729818972e+01
1.046946946946946788e+01 4.088249309002812737e+01
1.045045045045044851e+01 2.229438834083173049e+01
1.043143143143143092e+01 2.891266305851118190e+01
1.041241241241241156e+01 4.690695293731036486e+01
1.039339339339339219e+01 2.286433725262463668e+01
1.037437437437437282e+01 4.719104299651822032e+01
1.035535535535535345e+01 3.607663726847555807e+01
1.033633633633633586e+01 2.330702226497002272e+01
1.031731731731731649e+01 3.518835177833339856e+01
1.029829829829829713e+01 3.852241617334306767e+01
1.027927927927927776e+01 3.494758220950098604e+01
1.026026026026025839e+01 1.295986027443007238e+01
1.024124124124124080e+01 2.132337270588453038e+01
1.022222222222222143e+01 2.605221107159901095e+01
1.020320320320320207e+01 2.771573266688265846e+01
1.018418418418418270e+01 3.459606436450061295e+01
1.016516516516516333e+01 3.009496248868202528e+01
1.014614614614614574e+01 1.489314249098271148e+01
1.012712712712712637e+01 3.197722328019968074e+01
1.010810810810810700e+01 3.420978658421142882e+01
1.008908908908908764e+01 3.363054420383411269e+01
1.007007007007006827e+01 3.876918446540990715e+01
1.005105105105105068e+01 3.622936364731011594e+01
1.003203203203203131e+01 3.241073577180910092e+01
1.001301301301301194e+01 2.704609930573549548e+01
9.993993993993992575e+00 1.106561652009614960e+01
9.974974974974973208e+00 3.189591922376973088e+01
9.955955955955953840e+00 2.960116205387713251e+01
9.936936936936936249e+00 3.016465925756436661e+01
9.917917917917916881e+00 1.460600896686111838e+01
9.898898898898897514e+00 1.648759181799063001e+01
9.879879879879878146e+00 3.775438742011555604e+01
9.860860860860858779e+00 2.675204876615556771e+01
9.841841841841841187e+00 3.388738894927767120e+01
9.822822822822821820e+00 2.728038817924394621e+01
9.803803803803802452e+00 2.721962952634946475e+01
9.784784784784783085e+00 3.622611097811924452e+01
9.765765765765763717e+00 2.160315425066360717e+01
9.746746746746746126e+00 2.764518815835386789e+01
9.727727727727726759e+00 2.198165713733748916e+01
9.708708708708707391e+00 2.217992867924415989e+01
9.689689689689688024e+00 2.335370244201290291e+01
9.670670670670668656e+00 2.858734636068278689e+01
9.651651651651651065e+00 2.149916020437677844e+01
9.632632632632631697e+00 3.876489871860434278e+01
9.613613613613612330e+00 1.718200925978738525e+01
9.594594594594592962e+00 2.417877267227964566e+01
9.575575575575573595e+00 2.156613894983437874e+01
9.556556556556556004e+00 4.034925211449463944e+01
9.537537537537536636e+00 2.776110855592030546e+01
9.518518518518517268e+00 3.603015796402731041e+01
9.499499499499497901e+00 1.077232538550258667e+01
9.480480480480478533e+00 2.821471354488427963e+01
9.461461461461460942e+00 3.435686630861390256e+01
9.442442442442441575e+00 2.619981188716505827e+01
9.423423423423422207e+00 3.594825601762529743e+01
9.404404404404402840e+00 2.003711511983164328e+01
9.385385385385383472e+00 3.921611371503641408e+01
9.366366366366365881e+00 4.802313803532987890e+01
9.347347347347346513e+00 2.131736593877423402e+01
9.328328328328327146e+00 2.040239879866242845e+01
9.309309309309307778e+00 3.930301941425888401e+01
9.290290290290288411e+00 4.047672539599557240e+01
9.271271271271270820e+00 1.936431202695824538e+01
9.252252252252251452e+00 2.030303200539327690e+01
9.233233233233232085e+00 2.159912192909690276e+01
9.214214214214212717e+00 1.088461113337159247e+01
9.195195195195193349e+00 1.505344677703370948e+01
9.176176176176173982e+00 1.410541612317359217e+01
9.157157157157156391e+00 1.637579696685008912e+01
9.138138138138137023e+00 2.361396430324169771e+01
9.119119119119117656e+00 2.621009321346863175e+01
9.100100100100098288e+00 3.928017608974570152e+01
9.081081081081078921e+00 1.369894906167383652e+01
9.062062062062061329e+00 3.343312520231020812e+01
9.043043043043041962e+00 2.135751838855475171e+01
9.024024024024022594e+00 2.291036963426939010e+01
9.005005005005003227e+00 3.006089628247061540e+01
8.985985985985983859e+00 1.198903693796355796e+01
8.966966966966964492e+00 2.694250281099649413e+01
8.947947947947945124e+00 2.468518196519216090e+01
8.928928928928929309e+00 2.784753383060408893e+01
8.909909909909909942e+00 2.571717613080570786e+01
8.890890890890890574e+00 4.728106717293056249e+01
8.871871871871871207e+00 1.625335008103825984e+01
8.852852852852851839e+00 1.722357297625708483e+01
8.833833833833832472e+00 1.620503874008832312e+01
8.814814814814813104e+00 1.678468355648020705e+01
8.795795795795793737e+00 1.586736754376107683e+01
8.776776776776774369e+00 3.402859607130765340e+01
8.757757757757755002e+00 3.624078687718811409e+01
8.738738738738735634e+00 1.622571720837657239e+01
8.719719719719719819e+00 1.350718274208967529e+01
8.700700700700700452e+00 2.644257533595450482e+01
8.681681681681681084e+00 1.610399401133847164e+01
8.662662662662661717e+00 2.785347111444185941e+01
8.643643643643642349e+00 2.345143583917986518e+01
8.624624624624622982e+00 6.162941788154101985e+00
8.605605605605603614e+00 3.669373724803032388e+01
8.586586586586584247e+00 3.907141394053189742e+01
8.567567567567564879e+00 1.487696796533180432e+01
8.548548548548545511e+00 1.702019527729706994e+01
8.529529529529529697e+00 2.364835952771460015e+01
8.510510510510510329e+00 2.402690746515863296e+01
8.491491491491490962e+00 2.716055581674213926e+01
8.472472472472471594e+00 4.057007200578155448e+01
8.453453453453452227e+00 1.859160828614644956e+01
8.434434434434432859e+00 1.227130288565915350e+01
8.415415415415413491e+00 6.354419075606367429e+00
8.396396396396394124e+00 1.273052657435646395e+01
8.377377377377374756e+00 1.959552392038190050e+01
8.358358358358355389e+00 3.775949445683956185e+01
8.339339339339339574e+00 1.452508091497565168e+01
8.320320320320320207e+00 2.182650782300363446e+01
8.301301301301300839e+00 1.931199051718161996e+01
8.282282282282281471e+00 3.124789861556419268e+01
8.263263263263262104e+00 4.452119430628798114e+01
8.244244244244242736e+00 1.383124472484754364e+01
8.225225225225223369e+00 1.413375909353369764e+01
8.206206206206204001e+00 2.935814239850668272e+01
8.187187187187184634e+00 2.561928734666373941e+01
8.168168168168165266e+00 3.714917917715635554e+01
8.149149149149149451e+00 2.440329551691202425e+01
8.130130130130130084e+00 1.485317520641589084e+01
8.111111111111110716e+00 2.423490198868266177e+01
8.092092092092091349e+00 2.929782262677447591e+01
8.073073073073071981e+00 2.629821774405701618e+01
8.054054054054052614e+00 2.304892175624073047e+01
8.035035035035033246e+00 2.852589066087072212e+01
8.016016016016013879e+00 2.943523922408437343e+01
7.996996996996994511e+00 3.144603591483484450e+01
7.977977977977975144e+00 2.398773690041285533e+01
7.958958958958959329e+00 1.570584281430853935e+01
7.939939939939939961e+00 1.872074012138173060e+01
7.920920920920920594e+00 2.919546703612962801e+01
7.901901901901901226e+00 8.837989698558626372e+00
7.882882882882881859e+00 2.057124390496571920e+01
7.863863863863862491e+00 1.282848292312446326e+01
7.844844844844843124e+00 1.692687577178390512e+01
7.825825825825823756e+00 2.930169937180413342e+01
7.806806806806804389e+00 1.830612180584710558e+01
7.787787787787785021e+00 1.673273116023648655e+01
7.768768768768765653e+00 2.540511535351420491e+00
7.749749749749749839e+00 2.347253056895142009e+01
7.730730730730730471e+00 2.233597389395416499e+01
7.711711711711711104e+00 3.738503214939304797e+01
7.692692692692691736e+00 1.254627154672608214e+01
7.673673673673672369e+00 1.768734278918693548e+01
7.654654654654653001e+00 1.786167907983058711e+01
7.635635635635633633e+00 3.101459536316432519e+01
7.616616616616614266e+00 1.415954561595986760e+01
7.597597597597594898e+00 1.777436032521107023e+01
7.578578578578575531e+00 2.092797806633533497e+01
7.559559559559559716e+00 1.658020899615022614e+01
7.540540540540540349e+00 1.011512380944498801e+01
7.521521521521520981e+00 1.638594001497979491e+01
7.502502502502501613e+00 2.504717616050352191e+01
7.483483483483482246e+00 3.911763198300478805e+00
7.464464464464462878e+00 1.537290991408932861e+01
7.445445445445443511e+00 6.908541979813352718e+00
7.426426426426424143e+00 2.572699385198723121e+01
7.407407407407404776e+00 -1.588323071739544901e+00
7.388388388388385408e+00 7.916459675760556536e+00
7.369369369369369593e+00 1.713691504007212174e+01
7.350350350350350226e+00 2.887941601793600910e+01
7.331331331331330858e+00 1.242631438011221867e+01
7.312312312312311491e+00 7.391725386916656149e+00
7.293293293293292123e+00 3.161545794596382564e+01
7.274274274274272756e+00 -1.815821663855880175e+00
7.255255255255253388e+00 -9.463048107743514237e+00
7.236236236236234021e+00 1.678611466957257647e+01
7.217217217217214653e+00 7.226651793049928330e+00
7.198198198198195286e+00 1.895519543156616749e+00
7.179179179179179471e+00 1.904435575336896846e+01
7.160160160160160103e+00 1.425202900467716738e+01
7.141141141141140736e+00 6.026753750446228963e+00
7.122122122122121368e+00 -1.281697536953052108e+00
7.103103103103102001e+00 2.010001491968421306e+01
7.084084084084082633e+00 1.773183800972542201e+01
7.065065065065063266e+00 1.009274219925479699e+01
7.046046046046043898e+00 2.940583600392990959e+01
7.027027027027024531e+00 9.387479689059752275e-02
7.008008008008005163e+00 -4.604981026471090644e+00
6.988988988988985795e+00 3.581654210457116072e+00
6.969969969969969981e+00 9.891739095486276057e+00
6.950950950950950613e+00 1.262817360446875981e+01
6.931931931931931246e+00 7.629914529919858523e+00
6.912912912912911878e+00 1.341064188196217977e+01
6.893893893893892511e+00 -2.777176056178040753e+00
6.874874874874873143e+00 2.402431261036872456e+01
6.855855855855853775e+00 8.613921941444701247e+00
6.836836836836834408e+00 2.045747861640974463e+01
6.817817817817815040e+00 1.256118041801557084e+01
6.798798798798795673e+00 1.355056558669274480e+01
6.779779779779779858e+00 1.452093582427545115e+01
6.760760760760760490e+00 1.314092408429521086e+01
6.741741741741741123e+00 1.493198810454861203e+01
6.722722722722721755e+00 2.163755510027904450e+01
6.703703703703702388e+00 1.015285877765863098e+01
6.684684684684683020e+00 1.511965063638557361e+01
6.665665665665663653e+00 6.974571527532280157e+00
6.646646646646644285e+00 2.211576618205370437e+01
6.627627627627624918e+00 7.936874430148757043e-01
6.608608608608605550e+00 2.541038283466779646e+01
6.589589589589589735e+00 6.837387537276494065e+00
6.570570570570570368e+00 -7.235162034922929308e+00
6.551551551551551000e+00 8.187634938808683316e+00
6.532532532532531633e+00 -6.954332164767240698e-02
6.513513513513512265e+00 1.498217265354519512e+01
6.494494494494492898e+00 -1.153564726794682471e-01
6.475475475475473530e+00 1.784578190986009005e+00
6.456456456456454163e+00 -1.281308173094791059e+01
6.437437437437434795e+00 1.395560096102692604e+00
6.418418418418415428e+00 -1.848348681147824379e+01
6.399399399399399613e+00 -1.024700845911991642e+01
6.380380380380380245e+00 1.302236107205182591e+01
6.361361361361360878e+00 1.310282754068585476e+01
6.342342342342341510e+00 9.326430603704409350e+00
6.323323323323322143e+00 -4.770458938341117339e+00
6.304304304304302775e+00 4.250055802640611446e+00
6.285285285285283408e+00 4.519431093358670992e+00
6.266266266266264040e+00 -7.199482153651882044e+00
6.247247247247244673e+00 1.924727804100139039e+01
6.228228228228225305e+00 1.281647114028420376e+01
6.209209209209205937e+00 1.663183534202107960e+00
6.190190190190190123e+00 3.965739462690774264e+00
6.171171171171170755e+00 5.599257692520122731e+00
6.152152152152151388e+00 -1.708291155676769080e+01
6.133133133133132020e+00 6.821307773672677932e-01
6.114114114114112652e+00 -3.846009454825383589e+00
6.095095095095093285e+00 -7.221976710455860982e+00
6.076076076076073917e+00 -1.959262395569814075e-01
6.057057057057054550e+00 2.041325919438438063e+01
6.038038038038035182e+00 8.666604716831367128e+00
6.019019019019015815e+00 -3.631365659682475933e+00
6.000000000000000000e+00 7.628967152155270881e+00
